Demand,Radiations,Solar_Power,Grid_Power
65490,26278,26278,39212
69390,26860,26860,42530
48599,1901,1901,46698
22876,1013,1013,21863
68852,34163,34163,34689
12493,50923,12493,0
46852,21608,21608,25244
76086,29424,29424,46662
76897,26050,26050,50847
25490,26348,25490,0
33470,37262,33470,0
61947,43602,43602,18345
70616,59592,59592,11024
45797,12578,12578,33219
25417,4716,4716,20701
20780,41389,20780,0
51631,43942,43942,7689
45153,19894,19894,25259
41938,31208,31208,10730
28819,11580,11580,17239
70082,7102,7102,62980
25715,48560,25715,0
63725,45251,45251,18474
6350,8953,6350,0
73779,56362,56362,17417
24236,27662,24236,0
64155,52642,52642,11513
35551,41500,35551,0
25005,34041,25005,0
65507,47055,47055,18452
40463,11307,11307,29156
2249,39140,2249,0
17371,7674,7674,9697
56404,14768,14768,41636
57978,20200,20200,37778
73058,27000,27000,46058
64918,10438,10438,54480
38233,24642,24642,13591
70292,32469,32469,37823
47117,4805,4805,42312
79477,13848,13848,65629
69277,14742,14742,54535
69710,35312,35312,34398
26412,41792,26412,0
41696,32510,32510,9186
77263,10260,10260,67003
72908,50732,50732,22176
26491,7512,7512,18979
13465,50489,13465,0
68836,41045,41045,27791
38792,30506,30506,8286
23348,27163,23348,0
63342,43860,43860,19482
59853,18234,18234,41619
75550,3704,3704,71846
52589,1153,1153,51436
76045,56824,56824,19221
24334,46166,24334,0
28862,40045,28862,0
76639,26379,26379,50260
63679,7300,7300,56379
46645,2478,2478,44167
74408,39410,39410,34998
35232,5324,5324,29908
15968,42063,15968,0
66736,18020,18020,48716
64655,55579,55579,9076
50065,51393,50065,0
15629,45582,15629,0
2971,6663,2971,0
75847,38656,38656,37191
21049,13427,13427,7622
25583,26838,25583,0
70722,15363,15363,55359
66189,29966,29966,36223
4980,41033,4980,0
10335,32282,10335,0
55903,11882,11882,44021
2218,8486,2218,0
66693,2048,2048,64645
63148,33023,33023,30125
72122,19835,19835,52287
3784,15395,3784,0
8203,21082,8203,0
24728,28787,24728,0
53752,14121,14121,39631
36322,29425,29425,6897
72078,13892,13892,58186
67732,19297,19297,48435
2001,15547,2001,0
9835,23149,9835,0
14376,17453,14376,0
56597,51053,51053,5544
66517,40555,40555,25962
37817,18862,18862,18955
66996,17027,17027,49969
42531,5106,5106,37425
69358,34853,34853,34505
69969,47248,47248,22721
5977,25708,5977,0
13999,12698,12698,1301
55117,53792,53792,1325
6359,16039,6359,0
76280,53511,53511,22769
38459,34246,34246,4213
74978,49766,49766,25212
29141,35964,29141,0
75075,39755,39755,35320
30307,38196,30307,0
51763,37104,37104,14659
62922,41546,41546,21376
8565,8167,8167,398
19209,48109,19209,0
36381,32190,32190,4191
77130,53476,53476,23654
7501,24396,7501,0
40665,11890,11890,28775
49042,54214,49042,0
36568,41342,36568,0
33299,54668,33299,0
52416,48230,48230,4186
65181,29979,29979,35202
9766,54332,9766,0
46829,40901,40901,5928
55289,22865,22865,32424
10593,21734,10593,0
56515,50577,50577,5938
38128,25167,25167,12961
61817,31150,31150,30667
65938,12395,12395,53543
66367,27581,27581,38786
72363,39066,39066,33297
10742,41392,10742,0
23635,26113,23635,0
12113,5599,5599,6514
65171,29448,29448,35723
27608,34076,27608,0
18923,39186,18923,0
17460,45247,17460,0
29513,59029,29513,0
18044,20968,18044,0
42237,15092,15092,27145
6326,32538,6326,0
73010,33511,33511,39499
62221,57804,57804,4417
78600,5080,5080,73520
68283,46552,46552,21731
48370,47054,47054,1316
70223,9545,9545,60678
60637,45192,45192,15445
27599,6211,6211,21388
10436,10550,10436,0
32064,56113,32064,0
52860,6228,6228,46632
46141,27581,27581,18560
60403,4784,4784,55619
43420,38072,38072,5348
48101,55512,48101,0
52437,20123,20123,32314
15818,4423,4423,11395
66872,20039,20039,46833
35726,31324,31324,4402
50474,41634,41634,8840
55828,58252,55828,0
17159,54107,17159,0
50339,55190,50339,0
56961,56240,56240,721
56380,32293,32293,24087
71014,9841,9841,61173
17885,12645,12645,5240
62917,49724,49724,13193
47238,54110,47238,0
44220,27932,27932,16288
77856,3319,3319,74537
41307,12591,12591,28716
53991,53991,53991,0
56382,17253,17253,39129
6372,50859,6372,0
73253,8284,8284,64969
62100,34487,34487,27613
66886,4630,4630,62256
45746,18530,18530,27216
39582,31936,31936,7646
44993,24789,24789,20204
9588,42772,9588,0
72629,2536,2536,70093
5098,54398,5098,0
73414,9812,9812,63602
68044,26316,26316,41728
61033,1690,1690,59343
11273,41989,11273,0
46792,48287,46792,0
65047,4067,4067,60980
47180,47078,47078,102
35358,1933,1933,33425
58965,2342,2342,56623
19373,53864,19373,0
4742,56114,4742,0
24716,21666,21666,3050
34231,2359,2359,31872
29243,7591,7591,21652
40605,57834,40605,0
24950,3813,3813,21137
48158,34697,34697,13461
22280,36799,22280,0
19059,9420,9420,9639
59104,48832,48832,10272
39765,14695,14695,25070
7634,34998,7634,0
53159,26501,26501,26658
31968,57981,31968,0
14392,56792,14392,0
52201,47008,47008,5193
67912,43431,43431,24481
59060,15765,15765,43295
40491,15184,15184,25307
3489,27616,3489,0
23082,42694,23082,0
1217,3371,1217,0
32513,25961,25961,6552
19702,16199,16199,3503
44082,58870,44082,0
2179,10948,2179,0
46211,50946,46211,0
39222,42947,39222,0
72595,32258,32258,40337
50796,43592,43592,7204
76629,34645,34645,41984
33484,52239,33484,0
65699,3604,3604,62095
7736,50569,7736,0
62865,40196,40196,22669
11213,39647,11213,0
12983,11379,11379,1604
51633,18313,18313,33320
56110,2026,2026,54084
77421,37368,37368,40053
10465,16358,10465,0
41759,43064,41759,0
24218,2918,2918,21300
68918,51800,51800,17118
54143,20155,20155,33988
73687,57560,57560,16127
65388,44604,44604,20784
53710,9821,9821,43889
53459,22088,22088,31371
79788,14342,14342,65446
51274,26618,26618,24656
9421,12698,9421,0
62959,6752,6752,56207
29107,57160,29107,0
9706,21262,9706,0
53981,7364,7364,46617
1926,35097,1926,0
20746,2389,2389,18357
52400,52020,52020,380
31124,14235,14235,16889
52153,3645,3645,48508
14775,25582,14775,0
33722,2998,2998,30724
34649,58135,34649,0
38667,14753,14753,23914
58182,26979,26979,31203
46003,22610,22610,23393
27714,28042,27714,0
19562,46933,19562,0
74738,13492,13492,61246
73388,21188,21188,52200
16315,14511,14511,1804
36605,25715,25715,10890
56581,2970,2970,53611
33387,29550,29550,3837
18274,13365,13365,4909
6740,51985,6740,0
56232,11937,11937,44295
16648,38688,16648,0
54430,31007,31007,23423
42901,36694,36694,6207
66671,46181,46181,20490
51287,37300,37300,13987
69129,2707,2707,66422
30033,26964,26964,3069
45167,16337,16337,28830
71875,29589,29589,42286
78626,44267,44267,34359
63517,9222,9222,54295
4103,29908,4103,0
59473,38394,38394,21079
23703,41766,23703,0
5055,19264,5055,0
57537,52568,52568,4969
20793,30098,20793,0
19210,10534,10534,8676
1796,50972,1796,0
13821,22612,13821,0
9834,55494,9834,0
8152,22178,8152,0
33614,12111,12111,21503
74121,29577,29577,44544
30862,32268,30862,0
73211,21984,21984,51227
1583,20476,1583,0
38332,44849,38332,0
66751,38941,38941,27810
26261,39982,26261,0
41535,17269,17269,24266
49776,2019,2019,47757
50745,3440,3440,47305
34575,28337,28337,6238
21227,11686,11686,9541
19063,11617,11617,7446
69987,964,964,69023
57346,17096,17096,40250
24309,8243,8243,16066
68750,30070,30070,38680
5097,14970,5097,0
73425,4246,4246,69179
35438,44319,35438,0
54283,6337,6337,47946
66540,40006,40006,26534
32946,35032,32946,0
47930,4813,4813,43117
48003,54477,48003,0
5819,35297,5819,0
50325,55264,50325,0
63433,29300,29300,34133
48851,20913,20913,27938
41713,6294,6294,35419
71222,26931,26931,44291
7186,21060,7186,0
69133,34346,34346,34787
16677,9198,9198,7479
71944,23230,23230,48714
31052,26806,26806,4246
31990,26199,26199,5791
63094,18215,18215,44879
2987,12378,2987,0
7473,42921,7473,0
38338,4276,4276,34062
54551,29664,29664,24887
11342,39494,11342,0
21151,38257,21151,0
56445,45702,45702,10743
36289,52019,36289,0
7183,1096,1096,6087
4620,30903,4620,0
7551,38988,7551,0
4394,7562,4394,0
19543,33230,19543,0
40156,12885,12885,27271
46680,4932,4932,41748
19278,59787,19278,0
42963,19744,19744,23219
68548,15787,15787,52761
72076,9320,9320,62756
73457,56426,56426,17031
45690,11657,11657,34033
78938,31660,31660,47278
62419,56500,56500,5919
23788,50259,23788,0
54790,59225,54790,0
50382,22127,22127,28255
57914,43175,43175,14739
17457,17955,17457,0
67295,33362,33362,33933
66467,28455,28455,38012
68762,26243,26243,42519
19474,20766,19474,0
4052,54410,4052,0
52321,1349,1349,50972
65556,44258,44258,21298
65467,33803,33803,31664
60006,23755,23755,36251
25864,153,153,25711
60132,23030,23030,37102
18523,37671,18523,0
70959,31487,31487,39472
68622,18484,18484,50138
24726,50425,24726,0
13063,39382,13063,0
17480,25711,17480,0
66068,38827,38827,27241
6455,23771,6455,0
58005,11058,11058,46947
61555,24519,24519,37036
65590,13272,13272,52318
71956,2980,2980,68976
54740,43747,43747,10993
19435,11064,11064,8371
34420,9534,9534,24886
7035,676,676,6359
39214,11600,11600,27614
50075,45242,45242,4833
56246,53328,53328,2918
78406,37247,37247,41159
9144,44257,9144,0
36367,56617,36367,0
19087,12176,12176,6911
67391,56877,56877,10514
62215,42492,42492,19723
32092,58509,32092,0
67777,38314,38314,29463
75771,54976,54976,20795
9932,54194,9932,0
63784,40570,40570,23214
3413,11038,3413,0
23197,2261,2261,20936
45420,17627,17627,27793
45168,6024,6024,39144
35825,51173,35825,0
78460,30324,30324,48136
8288,21029,8288,0
29635,597,597,29038
27764,23599,23599,4165
35056,17130,17130,17926
22295,43845,22295,0
56737,49893,49893,6844
42152,51854,42152,0
70827,29405,29405,41422
7446,7899,7446,0
7952,3961,3961,3991
36962,33971,33971,2991
51082,23595,23595,27487
40032,23221,23221,16811
47699,12066,12066,35633
6098,44378,6098,0
22731,23179,22731,0
15833,34621,15833,0
36912,55891,36912,0
52779,11552,11552,41227
4878,21828,4878,0
55415,23484,23484,31931
7287,9168,7287,0
8446,35829,8446,0
1845,45125,1845,0
49852,11442,11442,38410
3116,33621,3116,0
36564,18702,18702,17862
77872,52834,52834,25038
71132,39245,39245,31887
4614,15515,4614,0
71881,3263,3263,68618
1503,2594,1503,0
44028,40844,40844,3184
52698,30586,30586,22112
10800,3453,3453,7347
53241,2779,2779,50462
34008,24310,24310,9698
61894,49130,49130,12764
65157,42790,42790,22367
28788,38858,28788,0
42585,18317,18317,24268
61863,28161,28161,33702
31507,17353,17353,14154
6802,3216,3216,3586
76483,13230,13230,63253
8215,1444,1444,6771
73908,47298,47298,26610
8206,46292,8206,0
18941,9372,9372,9569
54231,12207,12207,42024
45852,26215,26215,19637
32503,39910,32503,0
23516,41622,23516,0
15204,34106,15204,0
58863,19962,19962,38901
7188,15879,7188,0
42626,28292,28292,14334
31225,57817,31225,0
67811,2308,2308,65503
71710,4162,4162,67548
3421,44417,3421,0
55329,45849,45849,9480
51420,53427,51420,0
31654,48813,31654,0
9618,14949,9618,0
35453,15652,15652,19801
66397,20320,20320,46077
46145,24089,24089,22056
18477,2565,2565,15912
7351,55599,7351,0
16987,16195,16195,792
72740,18911,18911,53829
11153,18765,11153,0
19414,7138,7138,12276
59708,46337,46337,13371
45952,59118,45952,0
70217,7468,7468,62749
74665,16790,16790,57875
59587,56698,56698,2889
7754,50283,7754,0
31180,28669,28669,2511
12794,51070,12794,0
41963,58750,41963,0
43866,13676,13676,30190
63833,47684,47684,16149
64526,44327,44327,20199
55775,31642,31642,24133
43399,18153,18153,25246
55026,31725,31725,23301
51260,4587,4587,46673
60534,54068,54068,6466
76649,12968,12968,63681
73923,33882,33882,40041
32949,47476,32949,0
62682,5574,5574,57108
5311,17931,5311,0
3926,42523,3926,0
54933,46056,46056,8877
55382,51158,51158,4224
16808,52466,16808,0
43200,55746,43200,0
63309,9467,9467,53842
24787,11390,11390,13397
10397,42045,10397,0
70876,20119,20119,50757
48113,15741,15741,32372
67392,5997,5997,61395
37914,3892,3892,34022
53033,38421,38421,14612
2975,19536,2975,0
68808,31066,31066,37742
5091,4333,4333,758
32992,10870,10870,22122
59159,37377,37377,21782
74677,43788,43788,30889
66157,24826,24826,41331
31574,874,874,30700
62116,5660,5660,56456
54185,55911,54185,0
28666,17784,17784,10882
51315,33731,33731,17584
11104,2881,2881,8223
64806,36637,36637,28169
4323,3782,3782,541
5236,28280,5236,0
30191,24188,24188,6003
78659,33938,33938,44721
35654,28456,28456,7198
56118,2671,2671,53447
31674,10075,10075,21599
29749,44320,29749,0
7084,29093,7084,0
53628,27275,27275,26353
31061,28041,28041,3020
10098,46024,10098,0
40797,50747,40797,0
19602,45601,19602,0
26341,55518,26341,0
49336,26638,26638,22698
41560,33935,33935,7625
17927,19082,17927,0
71308,20920,20920,50388
34504,31944,31944,2560
41040,8720,8720,32320
58435,44373,44373,14062
74665,6511,6511,68154
37332,6162,6162,31170
50813,25930,25930,24883
55720,24387,24387,31333
74570,51239,51239,23331
2645,31034,2645,0
23166,38880,23166,0
8666,57360,8666,0
36504,29870,29870,6634
32490,34425,32490,0
43134,7563,7563,35571
3247,45624,3247,0
30063,8551,8551,21512
77468,1659,1659,75809
68263,39441,39441,28822
35607,22070,22070,13537
42084,51863,42084,0
78405,17956,17956,60449
32368,45343,32368,0
47753,42812,42812,4941
64615,49952,49952,14663
58118,16755,16755,41363
66203,39348,39348,26855
39463,51919,39463,0
30968,32617,30968,0
14051,52694,14051,0
2109,44081,2109,0
49761,52764,49761,0
55654,56049,55654,0
71701,56325,56325,15376
31091,35137,31091,0
18752,35902,18752,0
53300,3536,3536,49764
78704,8193,8193,70511
30673,16712,16712,13961
14853,45385,14853,0
2705,10191,2705,0
3982,47387,3982,0
45078,20713,20713,24365
79941,58014,58014,21927
75238,35304,35304,39934
7116,1665,1665,5451
24188,55833,24188,0
19760,14402,14402,5358
27832,42528,27832,0
9419,46454,9419,0
56159,5214,5214,50945
21383,46357,21383,0
21978,21437,21437,541
75621,54649,54649,20972
29050,53260,29050,0
5127,6494,5127,0
64228,15038,15038,49190
31739,54239,31739,0
6610,8684,6610,0
47577,30311,30311,17266
24230,38550,24230,0
41911,32271,32271,9640
36495,15786,15786,20709
11398,37368,11398,0
43456,43736,43456,0
2227,49991,2227,0
61361,37721,37721,23640
39471,55695,39471,0
54662,10594,10594,44068
39945,40547,39945,0
72861,27524,27524,45337
14035,31328,14035,0
42446,44284,42446,0
74671,41292,41292,33379
65194,2676,2676,62518
22659,8511,8511,14148
27275,54386,27275,0
50719,56826,50719,0
35962,41379,35962,0
67123,14093,14093,53030
17096,5303,5303,11793
11162,41726,11162,0
41621,44888,41621,0
14645,17514,14645,0
45790,32434,32434,13356
20648,6163,6163,14485
59539,45628,45628,13911
35004,30229,30229,4775
66683,23031,23031,43652
55606,42354,42354,13252
40525,48008,40525,0
72814,30843,30843,41971
53882,45160,45160,8722
63878,9996,9996,53882
49648,23358,23358,26290
33632,31916,31916,1716
74981,6119,6119,68862
77428,17729,17729,59699
14466,34218,14466,0
47851,35242,35242,12609
49459,3205,3205,46254
51903,14441,14441,37462
60847,11378,11378,49469
79093,42196,42196,36897
33845,3210,3210,30635
5180,46930,5180,0
53107,10841,10841,42266
68382,38848,38848,29534
77738,59337,59337,18401
44646,24810,24810,19836
28348,42877,28348,0
64276,1550,1550,62726
7606,57319,7606,0
58022,24948,24948,33074
21039,54118,21039,0
79211,11652,11652,67559
73288,48853,48853,24435
53426,34495,34495,18931
31776,40733,31776,0
17645,28020,17645,0
36755,24296,24296,12459
49481,5778,5778,43703
20606,40332,20606,0
1060,451,451,609
32164,11949,11949,20215
16763,1377,1377,15386
71562,31817,31817,39745
73775,20987,20987,52788
15444,4108,4108,11336
3251,30312,3251,0
66251,29044,29044,37207
7674,6271,6271,1403
50467,33583,33583,16884
66133,17771,17771,48362
19110,41371,19110,0
78316,58653,58653,19663
3109,28575,3109,0
74702,3867,3867,70835
37449,2884,2884,34565
4768,43186,4768,0
46492,49932,46492,0
21077,8946,8946,12131
34387,44119,34387,0
56106,42819,42819,13287
73992,26743,26743,47249
50769,47883,47883,2886
30225,328,328,29897
66583,7254,7254,59329
25098,36605,25098,0
37705,14134,14134,23571
49382,51157,49382,0
18055,14914,14914,3141
66727,44034,44034,22693
14812,18200,14812,0
12241,1041,1041,11200
46301,30789,30789,15512
54247,31865,31865,22382
8864,19852,8864,0
23362,22251,22251,1111
44360,18352,18352,26008
28954,4156,4156,24798
9358,31583,9358,0
66547,33357,33357,33190
32640,57531,32640,0
13569,57467,13569,0
28101,43675,28101,0
64831,22079,22079,42752
32203,49509,32203,0
71358,25146,25146,46212
24044,12403,12403,11641
42442,20057,20057,22385
47842,5800,5800,42042
43538,20164,20164,23374
10520,29135,10520,0
11551,50256,11551,0
43613,48964,43613,0
72565,27269,27269,45296
53943,1639,1639,52304
37667,6715,6715,30952
23393,57572,23393,0
11668,44243,11668,0
65780,53916,53916,11864
67823,27943,27943,39880
1191,49926,1191,0
36420,6692,6692,29728
1509,16443,1509,0
11932,10434,10434,1498
17792,23107,17792,0
57823,59041,57823,0
49031,47243,47243,1788
8371,55572,8371,0
38969,27304,27304,11665
30601,10466,10466,20135
43934,44814,43934,0
32471,51490,32471,0
31136,56021,31136,0
3812,25825,3812,0
57869,37462,37462,20407
54835,19858,19858,34977
38076,57375,38076,0
1900,59835,1900,0
20235,37461,20235,0
77704,59720,59720,17984
70184,54571,54571,15613
69027,50159,50159,18868
4563,36530,4563,0
70562,3270,3270,67292
6860,40891,6860,0
60422,10158,10158,50264
25622,17502,17502,8120
31297,36231,31297,0
14086,32162,14086,0
69961,51524,51524,18437
42107,25596,25596,16511
40515,46635,40515,0
63186,24178,24178,39008
67111,1600,1600,65511
64884,7355,7355,57529
76879,52623,52623,24256
68907,29728,29728,39179
43102,9996,9996,33106
57347,9607,9607,47740
53343,5668,5668,47675
41223,21808,21808,19415
61000,17670,17670,43330
57837,32857,32857,24980
52104,38295,38295,13809
53669,7952,7952,45717
1110,32727,1110,0
34935,34454,34454,481
75951,5596,5596,70355
77343,30839,30839,46504
43913,48232,43913,0
61389,43304,43304,18085
30697,24483,24483,6214
69439,53750,53750,15689
49520,59313,49520,0
57471,42036,42036,15435
46920,55256,46920,0
75745,33482,33482,42263
28387,57035,28387,0
49672,16483,16483,33189
23336,32828,23336,0
65042,33003,33003,32039
25317,11598,11598,13719
32469,43187,32469,0
60072,11601,11601,48471
19883,44170,19883,0
64049,7423,7423,56626
47187,19622,19622,27565
52373,46179,46179,6194
60130,20232,20232,39898
28746,55029,28746,0
42782,8668,8668,34114
69960,20919,20919,49041
71883,33430,33430,38453
69977,10991,10991,58986
56635,57643,56635,0
46725,33641,33641,13084
24783,3158,3158,21625
36053,36274,36053,0
33748,15458,15458,18290
35633,51822,35633,0
16300,8582,8582,7718
62310,3960,3960,58350
43000,49068,43000,0
28151,24305,24305,3846
54172,38181,38181,15991
42927,34629,34629,8298
35404,41764,35404,0
47847,27736,27736,20111
19254,14275,14275,4979
7016,55286,7016,0
76749,53436,53436,23313
69303,33415,33415,35888
75341,23748,23748,51593
1392,56930,1392,0
20989,53779,20989,0
11591,44675,11591,0
21549,26480,21549,0
33916,30168,30168,3748
56242,40115,40115,16127
27476,8504,8504,18972
26422,11546,11546,14876
67217,46011,46011,21206
59406,21464,21464,37942
2029,33546,2029,0
45793,40435,40435,5358
56618,9790,9790,46828
27726,25817,25817,1909
14536,43456,14536,0
51666,4682,4682,46984
23677,4256,4256,19421
11015,49068,11015,0
79711,16254,16254,63457
45275,47451,45275,0
43412,42494,42494,918
14516,45538,14516,0
4369,53985,4369,0
36583,57204,36583,0
7818,53107,7818,0
38801,7646,7646,31155
11669,43856,11669,0
34949,26390,26390,8559
3205,47356,3205,0
45685,22523,22523,23162
42933,18844,18844,24089
42347,24578,24578,17769
16004,8059,8059,7945
42952,47042,42952,0
9657,14221,9657,0
49502,20637,20637,28865
16467,26746,16467,0
62026,19872,19872,42154
69306,13900,13900,55406
57213,10774,10774,46439
32564,14974,14974,17590
49673,40339,40339,9334
10891,46430,10891,0
62135,27101,27101,35034
27266,27462,27266,0
66130,37049,37049,29081
6923,3713,3713,3210
61179,29497,29497,31682
5417,49621,5417,0
36412,10232,10232,26180
59280,35681,35681,23599
18633,51623,18633,0
15508,9876,9876,5632
4069,2121,2121,1948
27698,28897,27698,0
73100,25790,25790,47310
45922,18167,18167,27755
48083,15073,15073,33010
54027,7789,7789,46238
42217,59603,42217,0
53999,50977,50977,3022
35197,24734,24734,10463
26403,5106,5106,21297
74079,45121,45121,28958
12210,26140,12210,0
70801,58191,58191,12610
3174,5882,3174,0
44142,45036,44142,0
25808,51106,25808,0
47364,23338,23338,24026
63249,43956,43956,19293
48635,27256,27256,21379
43206,54480,43206,0
45379,58995,45379,0
37215,15130,15130,22085
54839,41360,41360,13479
5998,34183,5998,0
9120,53317,9120,0
3622,22128,3622,0
70104,20341,20341,49763
43224,30010,30010,13214
22566,30925,22566,0
10928,18647,10928,0
25214,15268,15268,9946
61522,15426,15426,46096
68671,31834,31834,36837
11027,41651,11027,0
62129,54299,54299,7830
67213,53633,53633,13580
51030,30864,30864,20166
52889,31879,31879,21010
54104,27215,27215,26889
12955,59967,12955,0
15605,59405,15605,0
29440,14722,14722,14718
62115,40528,40528,21587
12826,1688,1688,11138
55911,32357,32357,23554
11227,20303,11227,0
31479,9132,9132,22347
26015,17891,17891,8124
4551,1584,1584,2967
36603,12906,12906,23697
34339,39011,34339,0
37498,33353,33353,4145
67749,28158,28158,39591
46023,3525,3525,42498
78773,31889,31889,46884
13148,50290,13148,0
46206,12843,12843,33363
39459,49987,39459,0
14881,47929,14881,0
27914,20578,20578,7336
37737,38409,37737,0
66773,3834,3834,62939
13821,29956,13821,0
69446,31474,31474,37972
6442,21205,6442,0
10484,23330,10484,0
39524,38793,38793,731
36725,59470,36725,0
45982,4507,4507,41475
8846,12196,8846,0
42898,56528,42898,0
77203,15735,15735,61468
33672,43689,33672,0
77246,35874,35874,41372
56579,41857,41857,14722
28163,4645,4645,23518
47602,35836,35836,11766
35166,57845,35166,0
60601,25344,25344,35257
8028,58671,8028,0
40868,10303,10303,30565
23646,28247,23646,0
77667,312,312,77355
33600,41347,33600,0
68269,30711,30711,37558
5758,23817,5758,0
69283,19888,19888,49395
69309,5902,5902,63407
46885,24197,24197,22688
65770,27843,27843,37927
78464,13499,13499,64965
71474,7368,7368,64106
44331,33094,33094,11237
35241,29583,29583,5658
43669,38591,38591,5078
6172,30252,6172,0
66274,21343,21343,44931
68300,45065,45065,23235
72983,29142,29142,43841
23886,55109,23886,0
74634,31717,31717,42917
25101,30420,25101,0
43978,25241,25241,18737
43432,48663,43432,0
56286,53078,53078,3208
37240,28448,28448,8792
60533,16944,16944,43589
8130,7939,7939,191
28564,48838,28564,0
39285,21340,21340,17945
7845,34303,7845,0
9370,17770,9370,0
51015,8022,8022,42993
79360,3891,3891,75469
3762,55133,3762,0
29828,6611,6611,23217
6208,32686,6208,0
14237,54482,14237,0
22314,41332,22314,0
20805,8849,8849,11956
3940,42897,3940,0
67662,53294,53294,14368
10099,32462,10099,0
18423,5274,5274,13149
16108,43015,16108,0
44056,2189,2189,41867
5504,37963,5504,0
39685,13128,13128,26557
16777,34987,16777,0
64552,2547,2547,62005
10510,43827,10510,0
65786,46333,46333,19453
69275,29081,29081,40194
52730,27768,27768,24962
3658,55666,3658,0
68352,14397,14397,53955
37030,20324,20324,16706
53081,5870,5870,47211
23161,57563,23161,0
47839,34849,34849,12990
76063,41532,41532,34531
79404,27661,27661,51743
75297,7284,7284,68013
8941,3744,3744,5197
67316,22778,22778,44538
20393,6970,6970,13423
5302,26189,5302,0
24303,43038,24303,0
69727,42710,42710,27017
41871,25528,25528,16343
40391,37177,37177,3214
73617,58748,58748,14869
71583,11979,11979,59604
49681,6190,6190,43491
52808,43090,43090,9718
46658,34253,34253,12405
37445,25193,25193,12252
15102,18697,15102,0
47443,27121,27121,20322
23577,17123,17123,6454
61887,35888,35888,25999
67460,54385,54385,13075
67196,38211,38211,28985
47406,33388,33388,14018
69406,54838,54838,14568
34121,54500,34121,0
2183,30838,2183,0
71708,52833,52833,18875
13055,18064,13055,0
72837,49787,49787,23050
11951,46878,11951,0
58825,1247,1247,57578
27648,27983,27648,0
21399,32768,21399,0
26691,26251,26251,440
4538,47573,4538,0
60960,15395,15395,45565
33053,2911,2911,30142
76223,46823,46823,29400
68652,28465,28465,40187
46452,43977,43977,2475
17443,37132,17443,0
36130,57279,36130,0
71695,663,663,71032
23184,37928,23184,0
19180,53831,19180,0
4358,35345,4358,0
50732,47091,47091,3641
39198,3049,3049,36149
71561,27489,27489,44072
33397,50003,33397,0
37208,38419,37208,0
12839,42180,12839,0
77611,20736,20736,56875
57594,54372,54372,3222
70989,19503,19503,51486
26401,33553,26401,0
30248,20698,20698,9550
4129,35003,4129,0
78783,48908,48908,29875
61586,18426,18426,43160
33469,38878,33469,0
59789,41857,41857,17932
51847,50706,50706,1141
29610,48524,29610,0
79672,58632,58632,21040
19183,4240,4240,14943
9863,43198,9863,0
33627,22052,22052,11575
37535,43450,37535,0
77987,29973,29973,48014
7274,40178,7274,0
36787,15709,15709,21078
19932,9629,9629,10303
38692,228,228,38464
57777,6778,6778,50999
27669,27429,27429,240
56872,16406,16406,40466
51127,7680,7680,43447
12641,18416,12641,0
4386,35964,4386,0
19236,6363,6363,12873
16877,24849,16877,0
55152,34952,34952,20200
72395,41893,41893,30502
1683,39413,1683,0
35389,23336,23336,12053
53455,5231,5231,48224
39114,59623,39114,0
33561,44474,33561,0
26832,27179,26832,0
1022,51400,1022,0
62307,6046,6046,56261
43229,49536,43229,0
34120,13776,13776,20344
5276,25663,5276,0
78172,59819,59819,18353
75711,45149,45149,30562
53349,44018,44018,9331
19406,46606,19406,0
59052,10420,10420,48632
19174,51596,19174,0
71450,12933,12933,58517
62447,7755,7755,54692
71268,48518,48518,22750
13309,27513,13309,0
48969,53107,48969,0
70958,16747,16747,54211
24101,29620,24101,0
5806,50154,5806,0
32271,4606,4606,27665
5479,43761,5479,0
64267,14993,14993,49274
60653,47526,47526,13127
15974,17058,15974,0
48195,59244,48195,0
7124,55419,7124,0
77164,14119,14119,63045
77300,27231,27231,50069
25470,12690,12690,12780
6824,8242,6824,0
47530,23109,23109,24421
70691,7835,7835,62856
51025,33490,33490,17535
31133,21899,21899,9234
64678,41903,41903,22775
3190,34212,3190,0
24623,30968,24623,0
75555,37006,37006,38549
43539,24964,24964,18575
12759,21702,12759,0
75048,2945,2945,72103
40655,50847,40655,0
65104,21581,21581,43523
39766,53737,39766,0
55691,2931,2931,52760
44087,39748,39748,4339
71608,11750,11750,59858
20907,29628,20907,0
50507,36897,36897,13610
40714,2078,2078,38636
27826,43792,27826,0
39279,46207,39279,0
42248,52595,42248,0
37819,35625,35625,2194
49592,34412,34412,15180
21484,7680,7680,13804
12447,4733,4733,7714
23913,44268,23913,0
41106,45114,41106,0
29364,18151,18151,11213
73499,17062,17062,56437
32330,49710,32330,0
4156,28764,4156,0
55570,49491,49491,6079
37203,8204,8204,28999
58895,44828,44828,14067
39718,9232,9232,30486
4836,46916,4836,0
58319,17340,17340,40979
16656,10662,10662,5994
35083,40829,35083,0
54598,36207,36207,18391
77798,9307,9307,68491
63517,54483,54483,9034
55811,28345,28345,27466
66289,46817,46817,19472
22812,4634,4634,18178
67460,35839,35839,31621
22679,13498,13498,9181
33585,31436,31436,2149
56597,23229,23229,33368
61147,53359,53359,7788
64560,43065,43065,21495
25959,27562,25959,0
64863,9934,9934,54929
38674,51193,38674,0
27242,47753,27242,0
40291,15679,15679,24612
34322,44137,34322,0
14303,28919,14303,0
59877,51889,51889,7988
